Age,Monthly_Income,Debt_to_Income,Credit_Score,Loan_Amount,Employment_Years,Dependants,Prior_Defaults,Collateral_Value,Credit_Accounts,Utility_Latency,App_Session_Time,Social_Sentiment,Mobile_Data_Use,Ecommerce_Freq,Savings_Score,Community_Score,Night_Activity,Contact_Diversity,Bill_Consistency,Loan_Status
42,5501.12,0.1346,545,22247.99,0.14,2,0,42018.57,9,2.69,71.9,0.5352,15.77,11,56.88,86.79,0.3126,241,0.7462,1
70,6974.92,0.4055,704,23054.95,5.74,0,0,61106.46,8,0.59,73.7,0.4461,25.07,10,56.92,61.03,0.0285,268,0.6195,1
48,11130.45,0.05,622,34345.4,3.68,1,0,86821.33,8,1.04,100.47,-0.3095,12.1,11,54.98,91.16,0.1254,273,0.537,1
48,3706.25,0.1105,749,31679.82,29.08,0,0,44026.1,5,1.82,88.47,0.479,16.3,15,66.77,90.11,0.1378,251,0.8851,1
40,1355.52,0.4622,386,45825.34,0.33,1,0,149006.93,1,2.49,0.0,-0.203,13.85,2,32.72,19.13,0.5085,64,0.0589,1
33,3037.84,0.1356,675,21191.54,7.5,0,0,23215.65,7,1.1,97.28,0.0478,16.21,14,65.34,84.61,0.0572,286,0.5798,1
42,7025.69,0.5994,523,21263.57,1.82,3,1,13477.25,4,20.37,2.92,-0.7105,2.51,6,28.2,42.66,0.2204,48,0.2621,0
33,4617.82,0.3947,503,80889.68,0.86,2,1,68168.16,3,2.5,0.0,0.0545,5.26,3,30.52,2.02,0.3766,54,0.1422,0
27,3208.78,0.4871,479,36243.81,3.42,6,0,23316.26,1,10.17,40.74,-0.1545,1.94,3,21.37,16.82,0.2722,71,0.3701,0
46,9712.4,0.0979,825,14482.14,10.79,1,0,41589.17,7,1.72,93.79,0.365,10.66,10,89.51,75.2,0.1667,267,0.7193,1
50,7124.44,0.0852,731,15076.89,6.75,3,0,44476.45,9,4.6,78.08,0.2851,13.92,14,90.79,72.97,0.1642,252,0.754,1
32,2825.37,0.2057,686,13627.21,5.51,1,0,18867.79,7,0.81,62.08,0.4763,32.53,15,63.86,70.03,0.1638,241,0.7046,1
36,6320.55,0.445,560,19281.35,9.0,0,0,41411.73,7,0.38,81.4,0.0375,21.3,8,79.04,55.28,0.2153,250,0.6966,1
55,19991.47,0.3774,546,32161.58,8.66,0,0,67878.91,6,0.06,99.5,0.3598,14.77,11,77.79,80.79,0.1808,250,0.6529,1
41,4730.38,0.5184,716,12571.36,11.53,1,0,24635.22,5,0.38,67.34,0.3876,10.44,7,64.6,72.45,0.215,259,0.8258,1
38,2425.57,0.2714,711,33766.31,2.0,0,0,44409.6,6,0.26,82.29,0.2213,9.51,11,71.89,41.84,0.109,252,0.6536,1
33,2757.03,0.92,300,21858.5,5.65,7,1,35400.46,4,12.2,8.76,-0.67,5.79,3,41.54,10.36,0.511,54,0.072,0
38,2494.38,0.6696,540,25547.7,0.68,4,0,40242.31,1,39.5,19.91,-0.3631,6.24,3,2.46,68.48,0.5101,49,0.0403,1
18,1980.61,0.7001,421,27665.57,1.41,1,1,12649.39,1,45.0,26.99,-0.4918,3.89,1,22.66,16.64,0.2469,60,0.1956,0
44,15010.05,0.3493,642,50010.0,7.46,0,0,77328.86,11,6.38,68.44,-0.0586,11.9,7,83.09,71.12,0.0502,275,0.7733,1
58,3388.04,0.2767,608,22029.98,5.2,1,0,60922.37,5,1.54,44.64,0.2639,6.88,10,80.47,89.14,0.246,226,0.6871,1
51,2297.68,0.3646,541,12899.2,14.78,1,0,24590.63,8,1.41,104.74,0.5551,26.32,14,82.11,90.07,0.3802,242,0.8159,1
32,2231.66,0.5647,496,25192.36,5.24,6,0,28335.37,1,8.11,6.68,-0.97,1.56,2,29.22,1.6,0.661,55,0.4628,0
45,2188.0,0.2326,422,41976.97,0.61,6,1,46689.03,1,7.1,33.8,0.055,7.8,3,22.47,4.83,0.6067,51,0.5847,0
49,7525.47,0.0539,765,56865.52,16.99,0,0,109020.47,11,0.5,91.18,0.6568,6.0,18,65.82,100.0,0.3006,233,0.9015,1
45,11067.89,0.3421,815,26831.24,9.47,1,0,134156.18,17,1.41,106.71,-0.1478,9.59,11,40.79,77.51,0.1047,274,0.7879,1
40,10349.25,0.125,607,11653.87,6.34,0,0,24912.18,9,0.88,90.23,0.4781,17.69,8,83.19,58.53,0.252,257,0.8089,1
38,3191.67,0.3499,562,53759.7,40.0,0,0,113789.67,10,0.58,69.22,0.1893,12.12,13,82.53,64.2,0.2541,235,0.3092,1
37,3836.24,0.2315,692,22115.49,7.67,2,0,50653.2,5,0.51,94.35,0.1169,1.93,8,52.87,88.67,0.2116,260,0.8792,1
25,8589.99,0.05,684,11323.95,16.08,1,0,9797.85,5,0.29,86.57,0.3547,12.34,11,35.53,70.57,0.0877,275,0.9591,1
36,2069.22,0.7797,498,37656.23,0.96,2,4,32297.82,2,12.81,29.18,-0.5694,2.34,5,24.64,12.35,0.6051,40,0.3171,0
46,6309.02,0.116,691,10010.45,21.84,2,0,16037.99,8,1.34,68.27,0.6713,24.46,10,92.41,75.97,0.4802,245,0.9104,1
58,5140.16,0.0714,662,8710.41,28.16,0,0,7777.06,10,0.14,81.62,0.2075,8.47,12,67.28,62.73,0.2466,263,0.8597,0
45,4183.2,0.5992,370,18744.58,3.54,2,0,8902.01,2,9.19,52.07,-0.3609,1.66,2,0.0,41.54,0.5527,63,0.1684,0
54,22931.22,0.3154,600,16032.09,0.33,0,0,56112.08,8,0.11,68.04,0.363,20.04,12,94.82,94.39,0.2023,288,0.9029,1
35,8870.97,0.2853,739,33583.0,3.66,1,0,45338.33,8,0.71,69.41,0.0561,31.08,13,62.77,64.38,0.3356,218,0.5402,1
58,8778.44,0.3344,753,24017.4,1.73,0,0,102803.48,11,1.17,104.79,0.6282,15.27,12,84.28,70.94,0.371,270,0.5655,1
27,3494.45,0.6222,376,32195.36,2.35,5,2,24604.18,4,23.53,1.52,-0.0961,4.77,3,2.6,7.77,0.483,66,0.1343,0
37,4693.06,0.1995,669,24716.59,28.04,1,0,23340.39,5,0.9,84.11,0.2381,29.18,10,66.61,79.28,0.0951,250,0.967,1
42,4697.28,0.0819,666,19973.02,4.0,0,0,25716.62,8,0.79,42.45,0.7709,8.24,9,100.0,67.85,0.3686,253,0.6817,1
29,8673.6,0.0818,496,26900.23,11.45,0,1,21190.9,5,0.12,84.58,0.7788,16.04,10,91.15,66.71,0.2762,242,0.8918,1
36,2722.55,0.05,762,40084.47,11.93,1,0,40707.93,12,0.81,74.48,0.838,10.3,13,83.91,97.56,0.2484,277,0.685,1
45,7753.24,0.241,777,46845.96,0.59,1,0,74926.77,9,0.83,93.12,-0.1088,14.65,16,92.28,53.64,0.2457,267,0.7308,1
18,1211.79,0.509,393,6142.82,1.1,1,0,10359.6,1,30.07,0.0,-0.3008,3.06,2,4.3,26.35,0.6763,53,0.1363,0
36,5918.45,0.2348,673,12158.79,0.86,1,0,33143.33,14,3.38,84.77,0.5916,14.86,16,76.06,89.45,0.2532,236,0.7248,1
52,2803.55,0.4423,758,14245.62,13.83,1,0,21741.29,9,1.28,67.87,0.4673,5.71,18,78.14,89.83,0.2046,270,0.8298,1
52,10075.54,0.3548,576,30425.66,22.1,2,0,43973.92,6,0.94,73.83,0.4742,16.4,8,73.25,49.81,0.3054,268,0.9435,1
33,2963.6,0.8098,402,15112.71,0.54,5,0,24544.28,1,24.68,30.53,-0.7993,3.41,2,27.48,45.2,0.448,55,0.1841,0
19,6286.71,0.7282,465,8240.54,1.29,4,1,12900.55,3,8.18,0.0,0.0902,8.23,4,0.62,2.65,0.8299,54,0.133,0
25,6380.99,0.8338,598,16510.38,2.61,2,0,7305.09,2,39.51,0.0,-0.2552,1.87,2,29.08,2.56,0.7333,49,0.2317,0
44,3326.19,0.3931,602,8381.77,16.88,1,0,17335.9,6,0.92,55.79,0.2166,37.65,10,85.77,99.52,0.1305,264,0.662,1
55,3609.75,0.5207,628,14529.91,1.45,2,0,10843.6,6,0.23,88.96,0.1333,16.4,14,56.06,100.0,0.3429,272,0.6911,1
39,5684.52,0.05,506,32857.77,2.44,2,0,65934.76,3,4.42,42.03,0.4792,6.81,13,73.28,82.51,0.0971,248,0.7095,1
22,2431.15,0.8119,500,44281.66,1.74,7,0,23528.95,5,19.91,0.0,-0.0299,2.85,5,19.74,62.29,0.6073,59,0.2057,1
33,1746.58,0.2861,453,40303.08,1.35,6,1,54258.16,3,15.54,59.9,-0.801,2.32,5,13.53,30.37,0.5482,56,0.5085,0
23,2973.75,0.4774,506,14478.14,1.42,2,0,15926.51,3,6.77,29.72,-0.2951,2.28,4,13.44,40.64,0.2202,53,0.2933,0
33,2341.77,0.3558,425,46661.13,0.22,6,3,40539.12,1,15.62,33.99,-0.2745,1.59,1,18.31,21.71,0.7274,44,0.2781,0
36,10031.88,0.1338,662,15671.78,0.73,1,0,28190.24,7,1.8,50.73,0.3736,8.47,16,56.59,61.32,0.1707,236,0.7734,1
34,5237.87,0.05,688,21862.5,3.18,1,0,35545.44,11,0.05,86.68,0.1529,5.05,17,37.51,86.17,0.2061,276,0.7784,1
50,11861.25,0.1163,681,21242.54,1.11,2,0,36207.14,12,0.31,54.87,0.2674,23.33,5,70.1,86.79,0.3015,266,0.6928,1
35,5444.05,0.05,647,21243.93,3.42,2,0,49875.61,6,2.23,70.72,0.4543,4.95,17,81.37,65.54,0.093,264,0.9324,1
54,4735.41,0.0932,675,20697.57,19.86,1,0,43995.89,1,0.33,54.57,0.5179,3.67,19,92.08,88.55,0.2049,242,0.3224,1
43,7857.31,0.1146,693,37922.19,1.28,3,0,57296.89,4,1.22,87.99,0.5438,17.34,15,55.1,54.29,0.4767,286,0.9305,0
46,13773.42,0.2714,651,52611.6,0.01,1,0,43933.45,8,1.89,122.54,0.1199,6.05,12,81.48,84.09,0.1678,242,0.7104,1
49,8081.17,0.05,630,15398.36,1.45,0,0,26756.43,13,3.01,71.68,0.2792,29.63,14,87.08,73.0,0.0853,282,0.9258,1
40,8901.94,0.071,672,18337.13,11.76,0,0,85448.11,3,1.41,99.9,0.5006,13.44,11,55.15,56.63,0.0066,273,0.4898,1
27,1896.17,0.425,450,11929.64,0.29,6,0,14073.33,4,3.56,0.0,-0.3036,3.49,3,0.0,25.71,0.6791,56,0.1078,1
56,8906.04,0.4054,643,23869.17,8.75,0,0,26878.79,4,2.63,104.91,0.4774,6.57,11,57.08,100.0,0.5892,289,0.9738,1
36,8639.38,0.2404,693,18411.46,6.03,0,0,26759.72,13,0.33,96.15,0.0889,13.93,6,50.76,62.73,0.5476,264,0.5117,1
33,4539.79,0.6306,483,11092.78,0.12,6,1,10108.51,2,12.04,15.28,-0.3637,1.27,2,14.95,6.97,0.328,66,0.1751,0
43,8593.9,0.2072,584,23562.97,20.47,1,0,39146.06,7,0.17,72.66,0.7459,42.89,11,71.88,98.35,0.1092,295,0.5709,0
30,3950.44,0.5573,418,45962.69,0.06,3,0,23711.68,4,22.74,0.0,-0.303,4.09,3,26.16,0.0,0.402,45,0.1534,0
31,3080.27,0.2901,548,16256.36,0.51,1,0,66694.74,9,0.69,65.64,0.5318,16.9,11,91.87,53.08,0.0878,234,0.8032,1
22,3827.65,0.7101,458,10066.21,1.02,4,1,6282.02,2,21.67,0.29,-0.43,1.96,3,32.67,16.55,0.4479,46,0.166,1
38,12825.12,0.3871,850,10572.81,3.91,0,0,48708.14,11,3.04,56.28,0.6647,33.13,15,100.0,57.85,0.0994,245,0.9623,1
25,3632.75,0.1152,712,5478.13,6.48,0,0,16692.45,5,0.6,74.39,0.4034,22.48,10,48.19,100.0,0.0246,253,0.4434,1
49,4736.17,0.1204,708,18905.04,5.37,2,1,38324.18,3,0.48,66.2,0.3868,25.01,14,89.04,76.11,0.3038,274,0.9211,1
49,3105.07,0.3682,647,23231.23,17.44,1,0,23008.5,8,1.78,55.39,0.6306,17.8,14,62.49,88.54,0.1331,246,0.8577,1
53,2649.59,0.354,576,14792.19,0.2,1,0,20318.06,5,1.92,77.41,0.754,24.66,8,75.01,66.23,0.1542,253,0.8374,1
39,4861.95,0.0759,716,37667.73,1.67,0,0,83799.86,5,0.97,52.76,0.1755,6.53,8,78.67,93.82,0.2746,253,0.7979,1
34,6971.73,0.2403,687,20395.12,3.43,1,0,29955.04,9,0.5,79.98,0.7452,15.32,10,74.37,89.0,0.3687,260,0.7643,1
41,7289.65,0.0661,587,17531.46,11.68,1,0,21805.18,3,0.78,89.18,0.2276,16.55,12,40.32,76.38,0.1247,283,0.9087,1
32,1740.47,0.5835,550,11412.16,0.22,5,0,15989.71,1,21.81,21.95,-0.4233,4.83,4,2.62,34.0,0.3214,54,0.122,1
31,4345.67,0.5753,499,29621.73,3.98,6,0,43694.16,1,7.41,21.56,-0.5498,2.54,0,15.06,12.24,0.767,62,0.1768,0
35,6550.3,0.0814,644,57793.7,4.06,0,0,58021.98,6,4.46,113.5,0.0319,14.12,14,75.0,81.4,0.1678,246,0.5087,1
52,7461.18,0.05,604,17390.06,10.22,0,0,34318.01,7,4.79,56.67,0.5146,5.77,14,54.78,59.15,0.3359,267,0.7663,1
29,5642.52,0.4161,314,41410.6,1.98,1,2,17109.01,2,45.0,35.0,-0.1213,5.66,6,0.0,35.74,0.5506,63,0.0071,0
60,7806.05,0.156,753,20229.83,9.81,0,0,45487.82,2,0.6,59.89,-0.0627,9.31,12,67.91,68.43,0.2468,258,0.666,1
33,1806.94,0.4489,407,26831.61,2.14,3,2,22474.24,3,11.94,38.6,-0.0597,1.22,3,15.28,62.27,0.434,58,0.1632,0
42,3408.52,0.2427,582,25833.14,0.86,1,0,36503.52,11,0.55,117.98,0.5372,10.39,12,90.85,51.67,0.287,287,0.6827,1
35,1460.28,0.5035,481,11942.41,1.81,7,0,12039.76,1,6.76,28.35,0.1215,1.28,1,2.34,21.64,0.3369,48,0.0013,0
58,2197.84,0.1093,727,40712.32,8.89,1,1,87176.46,7,0.45,71.67,0.4214,15.84,12,71.85,92.13,0.1776,251,0.7564,1
40,4729.13,0.1059,605,26348.06,4.57,1,1,85148.59,14,1.78,72.97,0.6095,8.0,12,97.44,87.19,0.2089,270,0.7682,1
44,4914.08,0.2677,646,7223.98,6.68,1,0,4288.56,9,3.36,72.5,0.6288,11.2,8,37.78,82.81,0.1059,264,0.9115,1
48,5060.28,0.4634,758,6782.09,3.82,0,0,11170.41,10,0.04,96.31,0.4088,11.04,13,77.66,48.53,0.0893,257,0.697,1
18,1274.41,0.7439,430,54304.66,1.07,4,1,58590.45,1,12.41,26.93,-0.9237,4.53,2,15.29,0.72,0.5569,55,0.1243,1
41,8469.22,0.05,667,14923.71,1.0,0,0,22206.02,5,1.71,26.54,0.4173,19.22,10,82.32,69.05,0.1201,274,0.6167,1
29,4995.06,0.6859,520,17647.67,0.57,3,0,9595.51,1,0.84,13.97,0.2713,1.24,3,16.68,10.85,0.1778,51,0.2164,0
46,7968.54,0.0747,578,48030.48,10.8,1,0,97104.99,7,0.42,70.15,0.6655,27.71,8,56.85,82.48,0.288,223,0.9261,1
44,2290.51,0.0861,738,28127.27,6.66,0,0,33347.94,12,1.89,100.7,0.2666,7.09,9,84.87,100.0,0.1891,268,0.6622,1
44,9049.47,0.1554,710,17406.08,6.87,1,0,34415.47,8,1.18,34.92,0.0766,3.25,13,67.96,96.17,0.3124,254,0.7656,1
38,8462.12,0.0877,602,19928.21,0.26,0,0,43018.16,8,0.36,56.55,0.6192,19.25,9,83.8,84.8,0.1925,244,0.5613,1
58,3953.26,0.1504,767,30976.89,9.89,5,0,52258.14,19,0.83,133.23,0.1806,13.55,11,52.11,57.22,0.0896,256,0.894,1
28,4507.91,0.1978,673,57590.46,16.37,2,0,50565.91,3,0.17,83.09,0.5538,8.76,16,88.3,81.97,0.4341,252,0.7097,1
28,3802.02,0.1449,663,20597.01,20.67,1,0,34081.91,4,0.41,113.1,-0.0823,24.34,9,75.28,61.32,0.2546,248,0.6666,1
40,4587.14,0.6432,707,12109.46,10.37,1,0,21413.3,11,0.03,84.26,0.5308,9.77,8,63.01,79.29,0.0722,257,0.6874,1
39,9031.9,0.4484,721,19344.37,5.5,1,0,27960.35,13,0.02,102.76,0.1814,12.32,14,87.19,77.21,0.217,229,0.7485,1
36,9408.8,0.0817,693,19283.78,0.83,0,0,32645.98,7,2.59,55.55,0.3824,35.08,13,50.8,79.76,0.0436,292,0.7978,0
44,3641.14,0.1011,790,11416.99,6.72,3,0,32450.78,7,4.94,84.13,0.0718,33.85,13,62.46,78.77,0.5368,274,0.813,1
36,8726.31,0.0574,613,31276.67,6.72,1,0,86239.71,9,1.56,64.43,0.3583,14.87,7,81.63,76.98,0.3465,278,0.8277,1
21,436.75,0.4281,552,40066.1,0.55,3,2,83580.24,2,6.96,50.19,-0.3319,2.9,4,5.26,11.65,0.6609,60,0.129,0
46,8425.43,0.5023,741,39541.11,5.14,2,0,125866.38,8,1.4,76.72,0.4285,5.6,13,65.64,55.66,0.0241,238,0.6667,1
45,8609.65,0.1926,526,17814.39,7.77,1,0,47824.19,8,1.79,92.11,0.008,12.64,7,60.46,58.03,0.1387,246,0.9573,1
40,8608.97,0.4231,744,27138.9,5.17,0,0,31934.62,3,0.63,93.26,0.1408,24.31,13,88.6,69.57,0.4661,252,0.6594,1
26,9597.02,0.3262,669,22219.25,1.78,3,0,34676.69,10,3.87,56.11,0.1117,17.22,11,66.47,56.9,0.1823,236,0.9251,1
18,1654.99,0.7112,662,79149.97,0.33,4,0,92440.91,5,41.66,7.32,-0.4958,1.87,4,5.14,20.2,0.4822,54,0.0367,0
45,6356.86,0.0705,638,28373.0,2.02,1,0,33336.76,7,3.7,83.01,-0.0703,13.95,8,72.22,89.62,0.0602,286,0.7115,1
35,8750.33,0.1705,621,11515.14,10.26,1,0,29676.47,12,0.07,26.6,0.3135,2.62,5,60.66,50.72,0.2613,282,0.5919,1
29,5860.27,0.0633,638,34878.66,9.42,1,0,58587.8,8,0.03,57.85,0.8425,20.06,8,62.78,86.48,0.2592,273,0.9279,1
28,2318.88,0.6539,557,40067.3,3.5,4,1,51130.92,5,11.43,0.0,-0.2572,1.48,2,16.17,22.16,0.5643,50,0.0986,0
24,1644.71,0.4413,356,18349.16,0.4,5,1,10664.11,6,21.42,24.45,-0.5167,1.19,2,56.21,41.0,0.8265,59,0.1594,0
19,985.99,0.7113,389,8203.09,0.95,2,1,10832.55,3,15.76,19.66,-0.0172,9.59,3,17.45,15.53,0.6063,55,0.1357,0
47,2957.54,0.05,720,72202.73,0.05,0,0,73640.51,9,0.53,31.49,0.2787,4.98,15,97.44,69.36,0.0345,245,0.8067,1
39,6393.14,0.3396,778,23397.52,20.57,0,0,57750.93,6,2.69,119.96,-0.2714,13.02,16,92.98,78.49,0.1921,260,0.7144,1
43,6214.7,0.4164,567,16067.59,0.38,6,1,30840.78,2,15.66,6.98,0.3142,4.21,3,16.38,60.29,0.4798,67,0.377,1
50,6035.82,0.105,729,90000.0,13.92,1,0,93741.21,12,1.86,85.3,0.215,7.49,14,81.05,40.61,0.3177,280,0.9799,1
32,1126.56,0.6747,401,23124.58,0.37,1,0,21872.53,2,1.95,0.0,-0.6896,1.44,4,0.0,23.56,0.608,54,0.2742,1
40,8011.21,0.3583,641,21034.46,5.01,1,0,27819.72,12,1.87,46.72,0.1824,28.26,11,64.76,82.31,0.1406,240,0.79,1
37,6025.01,0.1298,660,23814.39,2.03,0,0,40267.56,6,2.03,113.33,0.0425,13.39,6,60.88,65.44,0.1893,258,0.8879,1
34,10928.59,0.0661,676,15332.56,0.58,2,0,24346.72,10,0.34,85.07,0.6023,9.63,12,58.15,100.0,0.2538,254,0.8045,1
44,10492.69,0.161,749,27027.4,1.67,1,0,54696.38,11,2.05,65.55,0.3084,25.3,15,100.0,94.23,0.1059,224,0.7447,1
55,9828.5,0.3054,637,18183.88,1.81,1,0,36495.73,6,1.0,89.74,0.4304,17.66,8,68.14,74.91,0.1018,234,0.2929,1
31,1410.04,0.4847,668,16456.26,0.72,2,0,18906.55,2,24.48,22.34,-0.1764,1.83,2,22.72,1.77,0.5647,60,0.2037,0
26,3023.51,0.4523,372,33119.21,0.54,2,0,26629.79,3,22.52,35.09,-0.3284,2.5,3,11.49,39.51,0.3565,61,0.3708,0
55,6973.59,0.2265,644,7068.57,24.0,2,0,18718.57,5,0.23,52.73,-0.2943,12.69,13,65.79,56.01,0.3829,273,0.6689,1
38,2861.23,0.3669,690,25711.54,9.75,0,0,20850.74,12,1.4,85.05,0.3233,18.1,10,46.32,100.0,0.2233,241,0.9582,1
65,7225.81,0.3226,779,15933.41,6.09,2,0,25257.97,9,2.69,122.53,-0.1466,12.37,10,49.9,65.55,0.1477,275,0.6897,1
40,2680.73,0.0751,720,18388.05,0.23,2,0,40965.14,5,1.28,103.45,0.3435,12.56,12,53.36,100.0,0.1062,302,0.9718,1
42,9582.83,0.1359,715,6535.07,29.77,1,0,6777.11,7,0.85,78.25,0.1624,7.11,9,89.58,88.68,0.2225,250,0.8841,1
48,9743.36,0.2585,674,46170.28,12.91,3,0,170496.31,8,1.83,70.24,0.0906,8.74,12,40.87,48.32,0.1032,247,0.9055,1
42,6120.21,0.1722,808,18647.74,6.52,0,0,15505.98,9,1.57,58.6,0.6494,13.43,10,47.38,56.78,0.1036,263,0.9557,1
45,3866.16,0.05,696,11124.38,2.8,1,0,33927.75,8,0.37,63.35,0.2414,14.02,7,29.92,74.84,0.3164,265,0.771,1
37,2046.95,0.9072,516,22381.77,0.98,4,1,36931.79,2,12.37,16.89,-0.4977,1.29,0,8.27,15.71,0.8236,51,0.2475,0
61,19065.38,0.35,706,15303.48,0.45,0,0,39588.75,4,0.17,100.52,0.4016,5.52,15,72.81,66.55,0.2663,258,0.4111,1
44,14748.06,0.1379,631,50990.36,3.58,1,0,209846.71,8,0.51,82.36,0.5314,17.8,8,66.17,100.0,0.3417,296,0.6995,1
20,3842.04,0.3742,744,14990.12,8.46,2,0,23447.06,9,2.6,44.69,0.095,15.67,11,50.55,73.56,0.4289,253,0.6963,1
39,13657.56,0.3664,801,13497.94,3.4,1,0,29285.32,10,1.09,114.4,0.5365,4.89,12,57.5,95.92,0.2522,270,0.957,1
39,7144.18,0.4426,506,24907.14,12.36,1,0,28254.29,13,0.23,123.16,-0.0991,9.3,8,37.8,84.99,0.2098,274,0.8927,1
37,1946.36,0.5543,579,21727.8,4.26,4,1,48160.53,2,18.56,0.0,-0.4722,2.2,4,0.0,27.64,0.5131,53,0.202,0
41,8145.78,0.0799,650,10750.52,7.48,0,0,9698.28,6,0.04,53.55,0.3864,19.42,10,65.48,68.36,0.103,249,0.7864,1
30,2085.43,0.6745,425,32506.02,0.15,3,0,21755.77,2,9.42,2.14,-0.3429,2.25,3,4.47,21.03,0.389,58,0.06,0
29,6274.84,0.05,666,19804.02,22.31,1,0,36827.02,9,6.8,89.97,-0.0531,14.11,14,95.09,53.83,0.3182,278,0.9292,1
35,2096.97,0.396,580,11441.54,4.08,1,0,29670.07,9,2.47,75.49,0.5217,23.43,5,72.72,74.3,0.0617,244,0.7561,1
39,7888.54,0.0851,662,22606.9,0.92,2,0,54113.85,7,0.99,73.51,0.1624,12.09,16,62.83,89.05,0.1493,267,0.4387,1
57,6270.83,0.4896,723,29249.24,8.39,1,0,50725.03,1,0.1,64.53,0.5193,14.95,11,54.71,89.84,0.2559,282,0.6877,1
44,5916.94,0.227,783,35174.5,2.18,1,0,116389.33,9,0.4,37.05,0.701,16.53,5,64.54,90.48,0.0628,265,0.8864,1
27,6999.62,0.1367,677,7126.94,7.6,1,0,13359.02,11,0.48,121.47,0.5388,12.98,9,64.88,92.81,0.0417,257,0.7176,1
58,4356.51,0.1605,604,28022.24,7.04,3,0,57473.38,7,2.06,74.6,0.0572,24.63,14,73.61,88.59,0.1046,266,0.4972,1
24,1500.41,0.4802,521,16237.99,4.26,7,0,33983.5,1,44.99,14.58,-0.4733,2.78,4,22.23,33.07,0.1815,59,0.1723,0
47,6558.01,0.0556,561,39313.9,0.74,2,0,50759.3,7,0.39,110.06,0.8731,11.82,9,47.29,73.87,0.1482,255,0.8572,1
23,1636.48,0.3141,547,18037.03,3.85,6,0,9313.0,3,2.61,37.02,-0.2635,4.69,1,0.0,3.61,0.2936,57,0.1802,0
52,3365.0,0.05,738,24311.05,11.88,5,0,65668.73,10,1.63,88.6,-0.0978,10.17,15,85.91,69.9,0.5506,279,0.8876,1
57,6596.16,0.05,733,12529.29,17.79,1,0,13244.13,9,0.72,115.45,0.2938,9.28,13,63.91,76.5,0.2703,260,0.7333,1
40,2631.2,0.1757,664,11137.42,24.32,1,0,14085.58,7,0.29,53.4,0.2946,15.88,14,53.03,89.33,0.0583,264,0.7876,1
26,1517.92,0.4151,451,13094.89,0.75,3,0,18350.39,3,4.74,0.11,-0.6706,1.53,5,28.54,15.71,0.4589,73,0.2272,1
51,7077.05,0.117,597,9092.86,9.25,3,0,13404.22,8,0.15,96.52,-0.0644,8.52,8,82.44,50.29,0.1074,222,0.6228,1
53,3193.07,0.2097,585,38966.13,5.7,2,0,33210.9,6,1.0,61.46,0.3636,11.64,11,64.65,88.28,0.1477,260,0.8018,1
33,21389.82,0.5009,660,19162.44,1.88,0,0,61618.02,4,0.65,67.19,-0.132,44.35,12,83.31,65.56,0.2125,259,0.7861,1
30,4282.2,0.1557,850,33102.54,19.79,0,0,62417.62,7,0.69,64.46,0.3816,25.16,12,58.41,96.04,0.0971,284,0.7592,1
44,5640.82,0.1166,547,20987.31,15.79,0,0,44784.78,3,1.22,81.02,0.0907,6.04,20,87.53,54.27,0.2118,261,0.678,1
38,6505.79,0.2003,720,43464.19,1.64,0,0,74792.99,8,3.43,49.61,-0.0098,13.58,7,59.73,99.51,0.4481,253,0.8063,1
19,1586.22,0.4311,453,23867.83,0.54,1,0,32277.33,2,15.03,41.36,-0.7966,1.41,1,8.95,13.01,0.4538,52,0.1367,0
56,6212.92,0.3531,695,15130.93,0.96,0,0,17482.27,8,0.1,95.33,-0.2182,24.2,11,100.0,63.63,0.2046,249,0.8412,0
44,8701.25,0.1217,659,16819.35,13.71,1,0,22399.88,10,0.35,48.53,0.5333,8.53,14,87.39,69.5,0.0525,232,0.5172,1
34,6954.86,0.0813,729,10297.32,0.7,0,0,49813.24,7,0.35,42.23,0.2499,11.87,11,77.9,79.0,0.1335,298,0.8302,1
50,19344.21,0.3874,669,22061.71,1.39,1,0,83142.12,5,0.2,90.95,0.439,7.87,18,100.0,72.89,0.0686,272,0.5587,1
21,4100.68,0.6359,549,16720.77,2.37,3,0,20037.22,2,7.52,20.29,-0.0639,2.15,4,17.77,0.0,0.4317,48,0.0226,0
36,4670.75,0.0951,673,11960.34,9.9,0,0,13323.04,5,5.53,71.41,0.013,21.7,14,68.59,100.0,0.2447,247,0.6703,1
33,6767.49,0.275,579,21714.93,4.05,3,0,42452.95,15,5.05,107.54,-0.3576,13.95,14,96.23,81.17,0.0358,266,0.9308,1
51,2274.08,0.4645,682,23104.99,22.31,0,0,60605.07,5,2.72,65.08,0.3539,34.67,10,60.01,80.63,0.2913,264,0.6645,1
19,2300.63,0.5981,564,28705.57,0.98,1,1,21819.1,1,0.82,35.56,-0.2336,5.53,3,40.22,21.73,0.4122,60,0.1053,0
40,7012.91,0.5522,579,41539.66,0.28,0,0,58872.43,8,1.82,45.37,0.635,3.49,11,71.84,93.81,0.2826,250,0.7374,1
41,4482.12,0.121,690,33832.82,6.31,0,0,95584.0,8,0.52,91.16,-0.1242,6.29,14,76.15,55.77,0.2024,251,0.8762,1
48,4687.18,0.4855,726,16142.37,27.74,0,0,41703.88,8,1.66,98.7,0.3022,8.25,14,79.58,64.4,0.135,255,0.5002,1
